cuisines,rate,votes,location,online_order,book_table
Chinese,3.7,93,Koramangala 6th Block,Yes,No
Biryani,3.9,66,BTM,Yes,No
Biryani,3.9,191,BTM,Yes,No
North Indian,3.9,191,BTM,Yes,No
Kebab,3.9,191,BTM,Yes,No
Biryani,4.1,361,Koramangala 5th Block,Yes,No
Hyderabadi,4.1,361,Koramangala 5th Block,Yes,No
Kebab,4.1,361,Koramangala 5th Block,Yes,No
Andhra,2.6,175,BTM,Yes,No
Chinese,2.6,175,BTM,Yes,No
Biryani,2.6,175,BTM,Yes,No
North Indian,3.9,297,Koramangala 4th Block,Yes,No
Biryani,4.4,7233,Koramangala 5th Block,Yes,No
Seafood,4.4,7233,Koramangala 5th Block,Yes,No
Andhra,4.4,7233,Koramangala 5th Block,Yes,No
North Indian,4.4,7233,Koramangala 5th Block,Yes,No
North Indian,3.3,25,Bannerghatta Road,Yes,No
Chinese,3.3,25,Bannerghatta Road,Yes,No
Bakery,3.7,25,HSR,Yes,No
Biryani,4.0,359,Koramangala 8th Block,Yes,No
Street Food,4.0,293,Koramangala 6th Block,Yes,No
North Indian,4.0,293,Koramangala 6th Block,Yes,No
North Indian,3.9,240,HSR,Yes,No
Mughlai,3.9,240,HSR,Yes,No
Biryani,3.9,240,HSR,Yes,No
Tea,4.0,113,BTM,Yes,No
Beverages,4.0,113,BTM,Yes,No
Fast Food,4.0,113,BTM,Yes,No
South Indian,3.6,144,HSR,Yes,No
North Indian,4.1,1342,HSR,Yes,Yes
Mughlai,4.1,1342,HSR,Yes,Yes
Beverages,3.7,76,HSR,Yes,No
Juices,3.7,76,HSR,Yes,No
North Indian,3.2,52,BTM,Yes,No
Chinese,3.2,52,BTM,Yes,No
Bakery,4.1,18,BTM,Yes,No
Desserts,4.1,18,BTM,Yes,No
Healthy Food,4.1,313,Koramangala 1st Block,Yes,No
Salad,4.1,313,Koramangala 1st Block,Yes,No
North Indian,4.2,465,BTM,Yes,No
North Indian,4.0,107,Koramangala 1st Block,Yes,No
Biryani,3.1,31,BTM,Yes,No
North Indian,3.1,31,BTM,Yes,No
Mughlai,3.1,31,BTM,Yes,No
South Indian,3.8,8,HSR,Yes,No
Kerala,3.8,8,HSR,Yes,No
North Indian,3.8,60,BTM,Yes,No
Burger,3.7,630,HSR,Yes,No
Fast Food,3.7,630,HSR,Yes,No
North Indian,4.0,198,Koramangala 4th Block,Yes,No
Arabian,3.9,421,BTM,Yes,No
North Indian,3.9,421,BTM,Yes,No
Chinese,3.9,421,BTM,Yes,No
Fast Food,3.9,421,BTM,Yes,No
Chinese,2.9,136,BTM,Yes,No
North Indian,2.9,136,BTM,Yes,No
Biryani,3.5,139,BTM,Yes,No
North Indian,3.5,139,BTM,Yes,No
Pizza,3.9,490,Koramangala 6th Block,Yes,No
Fast Food,3.9,490,Koramangala 6th Block,Yes,No
Biryani,3.9,58,BTM,Yes,No
North Indian,3.9,58,BTM,Yes,No
Andhra,3.8,260,BTM,Yes,No
Biryani,3.8,260,BTM,Yes,No
North Indian,3.8,260,BTM,Yes,No
Chinese,3.8,260,BTM,Yes,No
Biryani,4.1,2727,BTM,Yes,Yes
North Indian,4.1,2727,BTM,Yes,Yes
Mughlai,4.1,2727,BTM,Yes,Yes
North Indian,3.3,50,BTM,Yes,No
Kerala,3.7,382,Koramangala 5th Block,Yes,No
Biryani,3.7,382,Koramangala 5th Block,Yes,No
South Indian,3.7,382,Koramangala 5th Block,Yes,No
North Indian,3.7,382,Koramangala 5th Block,Yes,No
Chinese,3.7,382,Koramangala 5th Block,Yes,No
Seafood,3.7,382,Koramangala 5th Block,Yes,No
Juices,3.7,382,Koramangala 5th Block,Yes,No
Andhra,3.9,326,Koramangala 6th Block,Yes,No
Biryani,3.9,326,Koramangala 6th Block,Yes,No
Biryani,3.4,16,BTM,Yes,No
Andhra,3.4,16,BTM,Yes,No
Chinese,3.4,16,BTM,Yes,No
Andhra,3.3,23,BTM,Yes,No
Biryani,3.3,23,BTM,Yes,No
North Indian,3.3,23,BTM,Yes,No
North Indian,4.1,1250,Koramangala 5th Block,Yes,Yes
Arabian,3.8,11,BTM,Yes,No
Mithai,4.2,1077,Koramangala 5th Block,Yes,No
Street Food,4.2,1077,Koramangala 5th Block,Yes,No
South Indian,3.8,100,BTM,Yes,No
North Indian,3.8,100,BTM,Yes,No
Chinese,3.8,100,BTM,Yes,No
North Indian,3.7,181,BTM,Yes,No
Chinese,3.7,181,BTM,Yes,No
Biryani,3.3,9,Richmond Road,Yes,No
South Indian,3.3,9,Richmond Road,Yes,No
Biryani,4.1,1128,Domlur,Yes,No
Kebab,4.1,1128,Domlur,Yes,No
Rolls,4.1,1128,Domlur,Yes,No
Mughlai,4.1,1128,Domlur,Yes,No
Mangalorean,3.4,11,Koramangala 5th Block,Yes,No
South Indian,3.4,11,Koramangala 5th Block,Yes,No
South Indian,3.9,52,BTM,Yes,No
North Indian,3.9,52,BTM,Yes,No
Chinese,3.9,52,BTM,Yes,No
Andhra,3.9,371,HSR,Yes,No
Biryani,3.9,371,HSR,Yes,No
North Indian,3.9,371,HSR,Yes,No
Chinese,3.9,371,HSR,Yes,No
North Indian,4.0,964,Jayanagar,Yes,No
Kebab,4.0,964,Jayanagar,Yes,No
Fast Food,4.0,964,Jayanagar,Yes,No
Hyderabadi,2.5,47,Bommanahalli,Yes,No
Biryani,2.5,47,Bommanahalli,Yes,No
North Indian,2.5,47,Bommanahalli,Yes,No
North Indian,4.1,130,HSR,Yes,No
Chinese,4.1,130,HSR,Yes,No
Biryani,4.1,130,HSR,Yes,No
North Indian,3.5,8,BTM,Yes,No
Chinese,3.5,8,BTM,Yes,No
Biryani,2.3,298,Bommanahalli,Yes,No
North Indian,2.3,298,Bommanahalli,Yes,No
Chinese,2.3,298,Bommanahalli,Yes,No
Chinese,3.6,214,BTM,Yes,No
North Indian,3.6,214,BTM,Yes,No
South Indian,4.0,65,HSR,Yes,No
North Indian,4.0,65,HSR,Yes,No
Chinese,4.0,65,HSR,Yes,No
Beverages,4.0,65,HSR,Yes,No
Biryani,3.9,127,HSR,Yes,No
North Indian,3.9,127,HSR,Yes,No
South Indian,3.9,127,HSR,Yes,No
Chinese,3.9,127,HSR,Yes,No
South Indian,4.3,286,HSR,Yes,No
Biryani,4.1,1117,Koramangala 5th Block,Yes,No
North Indian,4.1,1117,Koramangala 5th Block,Yes,No
Chinese,4.1,1117,Koramangala 5th Block,Yes,No
Hyderabadi,4.1,1117,Koramangala 5th Block,Yes,No
Biryani,3.9,192,BTM,Yes,No
Fast Food,3.9,192,BTM,Yes,No
Bakery,4.3,894,Domlur,Yes,No
Desserts,4.3,894,Domlur,Yes,No
North Indian,3.9,1190,BTM,Yes,No
Chinese,3.9,1190,BTM,Yes,No
North Indian,3.7,48,Wilson Garden,Yes,No
Bengali,3.9,461,BTM,Yes,No
North Indian,2.9,343,BTM,Yes,No
Biryani,2.9,343,BTM,Yes,No
Chinese,2.9,343,BTM,Yes,No
Momos,2.9,343,BTM,Yes,No
Chinese,3.9,84,HSR,Yes,No
North Indian,3.9,84,HSR,Yes,No
Kerala,3.9,84,HSR,Yes,No
Pizza,4.1,192,Koramangala 8th Block,Yes,No
Mithai,3.9,149,HSR,Yes,No
Street Food,3.9,149,HSR,Yes,No
Biryani,3.9,462,HSR,Yes,No
Hyderabadi,3.9,462,HSR,Yes,No
Chinese,3.9,462,HSR,Yes,No
Biryani,3.2,21,BTM,Yes,No
North Indian,3.2,21,BTM,Yes,No
North Indian,3.5,6,HSR,Yes,No
South Indian,3.5,6,HSR,Yes,No
Chinese,3.5,6,HSR,Yes,No
Oriya,2.9,67,BTM,Yes,No
North Indian,4.2,146,JP Nagar,Yes,No
Mughlai,4.2,146,JP Nagar,Yes,No
Healthy Food,4.0,457,Koramangala 6th Block,Yes,No
North Indian,4.0,457,Koramangala 6th Block,Yes,No
Thai,4.0,457,Koramangala 6th Block,Yes,No
Mangalorean,3.8,36,Koramangala 1st Block,Yes,No
Chinese,3.8,36,Koramangala 1st Block,Yes,No
North Indian,3.8,36,Koramangala 1st Block,Yes,No
Mithai,4.1,113,BTM,Yes,No
Street Food,4.1,113,BTM,Yes,No
Desserts,4.1,71,HSR,Yes,No
Ice Cream,4.1,71,HSR,Yes,No
Beverages,4.1,71,HSR,Yes,No
Sandwich,4.1,71,HSR,Yes,No
South Indian,3.9,43,Koramangala 6th Block,Yes,No
South Indian,3.9,100,Jayanagar,Yes,No
Bakery,4.2,703,Koramangala 7th Block,Yes,No
Desserts,4.2,703,Koramangala 7th Block,Yes,No
Beverages,4.2,703,Koramangala 7th Block,Yes,No
South Indian,4.3,655,Koramangala 6th Block,Yes,No
Biryani,4.1,171,Jayanagar,Yes,No
Fast Food,4.1,171,Jayanagar,Yes,No
North Indian,3.1,22,BTM,Yes,No
Chinese,3.1,22,BTM,Yes,No
Arabian,3.9,468,BTM,Yes,No
North Indian,3.9,468,BTM,Yes,No
Chinese,3.9,468,BTM,Yes,No
Fast Food,3.9,468,BTM,Yes,No
Chinese,4.0,115,BTM,Yes,No
North Indian,4.0,115,BTM,Yes,No
South Indian,4.0,115,BTM,Yes,No
Kerala,3.1,18,BTM,Yes,No
Chinese,3.1,18,BTM,Yes,No
South Indian,3.1,18,BTM,Yes,No
North Indian,3.1,18,BTM,Yes,No
Biryani,3.6,221,BTM,Yes,No
North Indian,3.6,221,BTM,Yes,No
Chinese,3.6,221,BTM,Yes,No
Chinese,4.3,341,Koramangala 5th Block,Yes,No
Japanese,4.3,341,Koramangala 5th Block,Yes,No
Malaysian,4.3,341,Koramangala 5th Block,Yes,No
Thai,4.3,341,Koramangala 5th Block,Yes,No
Vietnamese,4.3,341,Koramangala 5th Block,Yes,No
Momos,4.3,341,Koramangala 5th Block,Yes,No
North Indian,4.0,758,Hosur Road,Yes,No
North Indian,3.9,358,BTM,Yes,No
Chinese,3.9,358,BTM,Yes,No
North Indian,4.2,701,Koramangala 4th Block,Yes,No
Biryani,4.2,701,Koramangala 4th Block,Yes,No
Biryani,3.6,218,HSR,Yes,No
Chinese,3.6,218,HSR,Yes,No
North Indian,3.6,218,HSR,Yes,No
Kebab,3.6,218,HSR,Yes,No
North Indian,3.4,6,Koramangala 1st Block,Yes,No
BBQ,3.4,6,Koramangala 1st Block,Yes,No
Biryani,3.4,6,Koramangala 1st Block,Yes,No
Kebab,3.4,6,Koramangala 1st Block,Yes,No
South Indian,3.6,36,HSR,Yes,No
North Indian,3.6,36,HSR,Yes,No
Chinese,3.6,36,HSR,Yes,No
Street Food,3.6,36,HSR,Yes,No
Andhra,3.9,226,BTM,Yes,No
Chinese,3.9,226,BTM,Yes,No
North Indian,3.9,226,BTM,Yes,No
Biryani,3.9,226,BTM,Yes,No
South Indian,3.8,16,Koramangala 6th Block,Yes,No
North Indian,3.8,16,Koramangala 6th Block,Yes,No
Street Food,3.8,16,Koramangala 6th Block,Yes,No
Cafe,4.1,894,Koramangala 3rd Block,Yes,No
Continental,4.1,894,Koramangala 3rd Block,Yes,No
Burger,4.1,894,Koramangala 3rd Block,Yes,No
Salad,4.1,894,Koramangala 3rd Block,Yes,No
Healthy Food,4.1,894,Koramangala 3rd Block,Yes,No
Italian,4.1,894,Koramangala 3rd Block,Yes,No
North Indian,3.7,28,BTM,Yes,No
Fast Food,3.7,28,BTM,Yes,No
Biryani,3.7,28,BTM,Yes,No
Chinese,3.7,28,BTM,Yes,No
Juices,4.1,414,Koramangala 7th Block,Yes,No
Healthy Food,4.1,414,Koramangala 7th Block,Yes,No
Continental,3.9,487,BTM,Yes,Yes
Lebanese,3.9,487,BTM,Yes,Yes
North Indian,3.9,487,BTM,Yes,Yes
Chinese,3.9,487,BTM,Yes,Yes
BBQ,3.9,487,BTM,Yes,Yes
Cafe,3.9,487,BTM,Yes,Yes
Beverages,3.9,39,JP Nagar,Yes,No
Ice Cream,3.9,39,JP Nagar,Yes,No
Sandwich,4.0,18,BTM,Yes,No
Fast Food,4.0,18,BTM,Yes,No
Chinese,3.7,23,BTM,Yes,No
Hyderabadi,3.7,23,BTM,Yes,No
North Indian,3.7,23,BTM,Yes,No
Arabian,3.7,14,BTM,Yes,No
Mughlai,3.7,21,Koramangala 1st Block,Yes,No
Chinese,3.7,21,Koramangala 1st Block,Yes,No
North Indian,3.7,21,Koramangala 1st Block,Yes,No
Fast Food,3.1,53,Koramangala 1st Block,Yes,No
Chinese,3.9,184,HSR,Yes,No
Thai,3.9,184,HSR,Yes,No
Momos,3.9,184,HSR,Yes,No
North Indian,3.9,324,Bannerghatta Road,Yes,No
Chinese,3.9,324,Bannerghatta Road,Yes,No
Pizza,4.4,9079,Koramangala 4th Block,Yes,Yes
Cafe,4.4,9079,Koramangala 4th Block,Yes,Yes
Italian,4.4,9079,Koramangala 4th Block,Yes,Yes
Chinese,4.0,101,BTM,Yes,No
Momos,4.0,101,BTM,Yes,No
North Indian,3.3,395,Koramangala 7th Block,Yes,No
North Indian,3.9,462,Domlur,Yes,No
Chinese,3.9,462,Domlur,Yes,No
Biryani,3.9,462,Domlur,Yes,No
Seafood,3.9,462,Domlur,Yes,No
Biryani,3.8,283,HSR,Yes,No
South Indian,3.8,283,HSR,Yes,No
Fast Food,4.0,85,BTM,Yes,No
North Indian,4.0,85,BTM,Yes,No
Kerala,3.7,27,BTM,Yes,No
South Indian,3.7,27,BTM,Yes,No
North Indian,3.3,9,Koramangala 4th Block,Yes,No
Mughlai,3.3,9,Koramangala 4th Block,Yes,No
North Indian,4.3,279,Koramangala 7th Block,Yes,No
North Indian,3.9,41,BTM,Yes,No
Chinese,3.9,41,BTM,Yes,No
North Indian,3.7,434,Koramangala 4th Block,Yes,No
South Indian,3.7,434,Koramangala 4th Block,Yes,No
Chinese,3.7,434,Koramangala 4th Block,Yes,No
Arabian,3.6,7,BTM,Yes,No
Burger,3.8,28,Koramangala 1st Block,Yes,No
Continental,3.8,28,Koramangala 1st Block,Yes,No
Fast Food,3.8,28,Koramangala 1st Block,Yes,No
Chettinad,3.1,266,HSR,Yes,No
South Indian,3.1,266,HSR,Yes,No
Italian,4.0,94,HSR,Yes,No
Mediterranean,4.0,94,HSR,Yes,No
European,4.0,94,HSR,Yes,No
Sandwich,4.0,94,HSR,Yes,No
Desserts,4.1,511,Koramangala 6th Block,Yes,No
Ice Cream,4.1,511,Koramangala 6th Block,Yes,No
Biryani,3.7,118,BTM,Yes,No
Kebab,3.7,118,BTM,Yes,No
Rolls,3.8,132,Koramangala 7th Block,Yes,No
Chinese,3.8,132,Koramangala 7th Block,Yes,No
Beverages,3.9,48,HSR,Yes,No
Desserts,3.9,48,HSR,Yes,No
Seafood,3.8,70,Koramangala 1st Block,Yes,No
Salad,3.8,70,Koramangala 1st Block,Yes,No
North Indian,3.8,70,Koramangala 1st Block,Yes,No
Biryani,3.8,70,Koramangala 1st Block,Yes,No
Chinese,3.8,70,Koramangala 1st Block,Yes,No
Mughlai,4.0,236,Koramangala 5th Block,Yes,Yes
North Indian,4.0,236,Koramangala 5th Block,Yes,Yes
Street Food,4.0,326,HSR,Yes,No
Fast Food,4.0,326,HSR,Yes,No
Rolls,4.0,326,HSR,Yes,No
Desserts,4.0,326,HSR,Yes,No
Cafe,4.1,93,Koramangala 5th Block,Yes,No
Continental,4.1,93,Koramangala 5th Block,Yes,No
Desserts,4.6,121,Koramangala 1st Block,Yes,No
Beverages,4.6,121,Koramangala 1st Block,Yes,No
Cafe,3.7,31,Koramangala 7th Block,Yes,No
Tea,3.7,31,Koramangala 7th Block,Yes,No
North Indian,3.7,31,Koramangala 7th Block,Yes,No
Biryani,3.7,26,BTM,Yes,No
North Indian,3.7,26,BTM,Yes,No
Fast Food,3.7,26,BTM,Yes,No
Chinese,3.7,26,BTM,Yes,No
Kerala,3.5,15,HSR,Yes,No
Andhra,3.6,68,BTM,Yes,No
Biryani,3.6,68,BTM,Yes,No
Chinese,3.2,5,Ejipura,Yes,No
North Indian,3.2,5,Ejipura,Yes,No
North Indian,3.7,329,BTM,Yes,No
Biryani,3.7,329,BTM,Yes,No
Chinese,3.7,329,BTM,Yes,No
Chinese,3.9,523,Koramangala 4th Block,Yes,No
Thai,3.9,523,Koramangala 4th Block,Yes,No
Momos,3.9,523,Koramangala 4th Block,Yes,No
Bengali,3.3,293,HSR,Yes,No
Seafood,3.3,293,HSR,Yes,No
Asian,4.9,2235,Koramangala 5th Block,Yes,Yes
Chinese,4.9,2235,Koramangala 5th Block,Yes,Yes
Thai,4.9,2235,Koramangala 5th Block,Yes,Yes
Momos,4.9,2235,Koramangala 5th Block,Yes,Yes
Biryani,2.6,74,Bommanahalli,Yes,No
Hyderabadi,2.6,74,Bommanahalli,Yes,No
North Indian,2.6,74,Bommanahalli,Yes,No
South Indian,3.9,163,HSR,Yes,No
North Indian,3.9,163,HSR,Yes,No
Chinese,3.9,163,HSR,Yes,No
Street Food,3.9,163,HSR,Yes,No
South Indian,3.5,124,HSR,Yes,No
Chettinad,3.5,124,HSR,Yes,No
Chinese,3.5,124,HSR,Yes,No
North Indian,3.5,124,HSR,Yes,No
Andhra,3.5,124,HSR,Yes,No
Seafood,3.5,124,HSR,Yes,No
Burger,3.3,24,BTM,Yes,No
Healthy Food,3.8,53,Koramangala 7th Block,Yes,No
Cafe,4.5,3845,Koramangala 5th Block,No,No
Italian,4.5,3845,Koramangala 5th Block,No,No
Fast Food,4.5,3845,Koramangala 5th Block,No,No
North Indian,3.5,552,Bannerghatta Road,Yes,Yes
Chinese,3.5,552,Bannerghatta Road,Yes,Yes
Fast Food,3.5,552,Bannerghatta Road,Yes,Yes
BBQ,3.5,552,Bannerghatta Road,Yes,Yes
South Indian,3.8,140,Koramangala 5th Block,Yes,No
North Indian,3.8,140,Koramangala 5th Block,Yes,No
Chinese,3.8,140,Koramangala 5th Block,Yes,No
Beverages,3.8,140,Koramangala 5th Block,Yes,No
Mithai,3.4,7,BTM,Yes,No
Desserts,3.4,7,BTM,Yes,No
Healthy Food,3.6,17,Koramangala 7th Block,Yes,No
Pizza,3.6,17,Koramangala 7th Block,Yes,No
Italian,3.6,17,Koramangala 7th Block,Yes,No
South Indian,3.6,17,Koramangala 7th Block,Yes,No
North Indian,3.6,17,Koramangala 7th Block,Yes,No
Cafe,3.7,59,HSR,Yes,No
Fast Food,3.7,59,HSR,Yes,No
North Indian,3.7,59,HSR,Yes,No
Juices,3.6,23,BTM,Yes,No
Beverages,3.6,23,BTM,Yes,No
Ice Cream,3.6,23,BTM,Yes,No
North Indian,4.3,3459,Koramangala 7th Block,Yes,No
Cafe,4.4,362,Koramangala 6th Block,Yes,No
North Indian,4.4,362,Koramangala 6th Block,Yes,No
Pizza,4.4,362,Koramangala 6th Block,Yes,No
Sandwich,4.4,362,Koramangala 6th Block,Yes,No
Salad,4.4,362,Koramangala 6th Block,Yes,No
Biryani,3.3,18,Jayanagar,Yes,No
Chinese,3.8,222,Ejipura,Yes,No
Momos,3.8,222,Ejipura,Yes,No
Pizza,3.8,19,Koramangala 7th Block,Yes,No
Italian,3.8,19,Koramangala 7th Block,Yes,No
Vietnamese,4.4,1808,Koramangala 4th Block,Yes,Yes
Andhra,3.5,117,HSR,Yes,No
Chinese,3.5,117,HSR,Yes,No
North Indian,3.5,117,HSR,Yes,No
Hyderabadi,3.5,117,HSR,Yes,No
Chinese,4.2,114,BTM,Yes,No
Continental,4.2,114,BTM,Yes,No
Fast Food,4.2,114,BTM,Yes,No
Healthy Food,4.2,114,BTM,Yes,No
Street Food,3.9,501,Koramangala 6th Block,Yes,No
North Indian,3.8,37,HSR,Yes,No
Street Food,3.4,47,BTM,Yes,No
Fast Food,3.4,47,BTM,Yes,No
Cafe,4.5,208,Koramangala 5th Block,Yes,Yes
Salad,4.5,208,Koramangala 5th Block,Yes,Yes
North Indian,3.2,42,BTM,Yes,No
Biryani,3.2,42,BTM,Yes,No
Mughlai,3.2,42,BTM,Yes,No
Kebab,3.2,42,BTM,Yes,No
South Indian,3.2,115,HSR,Yes,No
North Indian,3.2,115,HSR,Yes,No
Chinese,3.2,115,HSR,Yes,No
Biryani,3.2,115,HSR,Yes,No
Bakery,4.3,190,Koramangala 4th Block,Yes,No
Desserts,4.3,190,Koramangala 4th Block,Yes,No
North Indian,3.9,35,BTM,Yes,No
South Indian,3.9,35,BTM,Yes,No
Finger Food,4.5,3915,Koramangala 5th Block,No,Yes
Continental,4.5,3915,Koramangala 5th Block,No,Yes
North Indian,4.5,3915,Koramangala 5th Block,No,Yes
Kerala,3.6,64,BTM,Yes,No
North Indian,4.0,270,Koramangala 1st Block,Yes,No
Chinese,4.0,270,Koramangala 1st Block,Yes,No
Bengali,4.0,270,Koramangala 1st Block,Yes,No
Rolls,4.0,269,Koramangala 5th Block,Yes,No
Biryani,3.4,17,Koramangala 4th Block,Yes,No
Kebab,3.4,17,Koramangala 4th Block,Yes,No
Andhra,3.7,16,Domlur,Yes,No
Biryani,3.7,16,Domlur,Yes,No
Chinese,3.2,16,HSR,Yes,No
Thai,3.2,16,HSR,Yes,No
American,3.2,16,HSR,Yes,No
Momos,3.2,16,HSR,Yes,No
Kerala,4.2,1543,BTM,Yes,Yes
Seafood,4.2,1543,BTM,Yes,Yes
Chinese,4.2,1543,BTM,Yes,Yes
Biryani,4.2,1543,BTM,Yes,Yes
Juices,4.2,1543,BTM,Yes,Yes
Mediterranean,3.9,231,Koramangala 1st Block,Yes,No
Rolls,3.9,231,Koramangala 1st Block,Yes,No
Cafe,4.2,1704,Koramangala 5th Block,Yes,Yes
Italian,4.2,1704,Koramangala 5th Block,Yes,Yes
Burger,4.2,1704,Koramangala 5th Block,Yes,Yes
American,4.2,1704,Koramangala 5th Block,Yes,Yes
Steak,4.2,1704,Koramangala 5th Block,Yes,Yes
Andhra,3.0,7,HSR,Yes,No
Hyderabadi,3.0,7,HSR,Yes,No
North Indian,3.0,7,HSR,Yes,No
Fast Food,3.5,11,Wilson Garden,Yes,No
Burger,3.5,11,Wilson Garden,Yes,No
North Indian,3.9,121,Koramangala 1st Block,Yes,No
Chinese,3.9,121,Koramangala 1st Block,Yes,No
Biryani,3.9,121,Koramangala 1st Block,Yes,No
Biryani,3.3,10,Koramangala 5th Block,No,No
Kebab,3.3,10,Koramangala 5th Block,No,No
Rolls,3.3,10,Koramangala 5th Block,No,No
South Indian,3.9,172,BTM,Yes,No
Seafood,3.9,172,BTM,Yes,No
Biryani,3.9,172,BTM,Yes,No
Continental,4.0,139,HSR,Yes,No
American,4.0,139,HSR,Yes,No
Desserts,3.9,151,HSR,Yes,No
Beverages,3.9,151,HSR,Yes,No
Tibetan,4.3,246,Koramangala 5th Block,Yes,No
Chinese,4.3,246,Koramangala 5th Block,Yes,No
Continental,4.3,246,Koramangala 5th Block,Yes,No
Momos,4.3,246,Koramangala 5th Block,Yes,No
Biryani,3.8,283,HSR,Yes,No
North Indian,3.8,283,HSR,Yes,No
Chinese,3.8,283,HSR,Yes,No
Desserts,4.5,344,Koramangala 5th Block,Yes,No
Cafe,4.5,344,Koramangala 5th Block,Yes,No
North Indian,3.6,47,Jayanagar,Yes,No
Bakery,3.6,8,Domlur,Yes,No
Andhra,4.1,167,Koramangala 5th Block,Yes,No
Biryani,4.1,167,Koramangala 5th Block,Yes,No
Chinese,4.1,167,Koramangala 5th Block,Yes,No
Steak,4.5,2073,HSR,Yes,No
Continental,4.5,2073,HSR,Yes,No
Burger,4.5,2073,HSR,Yes,No
BBQ,4.5,2073,HSR,Yes,No
Arabian,4.1,382,BTM,Yes,No
Fast Food,3.8,295,Koramangala 5th Block,Yes,No
Burger,3.8,295,Koramangala 5th Block,Yes,No
Bengali,3.8,63,BTM,Yes,No
North Indian,3.8,63,BTM,Yes,No
Chinese,3.8,63,BTM,Yes,No
Fast Food,3.7,185,BTM,Yes,No
North Indian,3.7,185,BTM,Yes,No
Chinese,3.7,185,BTM,Yes,No
Mughlai,3.7,185,BTM,Yes,No
Rolls,3.7,185,BTM,Yes,No
Fast Food,4.1,205,Koramangala 5th Block,Yes,No
Biryani,3.6,176,HSR,Yes,No
Fast Food,3.6,176,HSR,Yes,No
Rolls,3.6,176,HSR,Yes,No
Momos,3.6,176,HSR,Yes,No
Continental,4.5,811,BTM,Yes,Yes
Mexican,4.5,811,BTM,Yes,Yes
Chinese,4.5,811,BTM,Yes,Yes
North Indian,4.5,811,BTM,Yes,Yes
Healthy Food,3.6,193,BTM,Yes,No
Desserts,3.9,18,Koramangala 5th Block,Yes,No
Arabian,3.8,66,Koramangala 5th Block,Yes,No
Kerala,3.8,66,Koramangala 5th Block,Yes,No
North Indian,3.8,66,Koramangala 5th Block,Yes,No
Chinese,3.8,66,Koramangala 5th Block,Yes,No
BBQ,3.8,66,Koramangala 5th Block,Yes,No
Bengali,3.9,454,Koramangala 7th Block,Yes,No
Biryani,4.0,870,BTM,Yes,No
Chinese,4.0,870,BTM,Yes,No
Mughlai,4.0,870,BTM,Yes,No
Fast Food,4.0,870,BTM,Yes,No
Kebab,4.0,870,BTM,Yes,No
Healthy Food,3.9,107,Koramangala 7th Block,Yes,No
Beverages,3.9,107,Koramangala 7th Block,Yes,No
Desserts,4.1,192,Koramangala 4th Block,Yes,No
North Indian,3.1,89,BTM,Yes,No
Momos,3.1,89,BTM,Yes,No
Rolls,3.1,89,BTM,Yes,No
Fast Food,3.1,89,BTM,Yes,No
North Indian,3.7,53,Koramangala 7th Block,Yes,No
North Indian,3.2,64,BTM,Yes,No
Chinese,3.2,64,BTM,Yes,No
Rolls,3.2,64,BTM,Yes,No
Ice Cream,4.0,403,HSR,Yes,No
Desserts,4.0,403,HSR,Yes,No
North Indian,3.8,331,HSR,Yes,No
North Indian,3.9,705,BTM,Yes,No
Continental,3.7,130,Koramangala 1st Block,Yes,No
Cafe,4.1,2733,Koramangala 5th Block,No,No
Continental,4.1,2733,Koramangala 5th Block,No,No
European,4.1,2733,Koramangala 5th Block,No,No
Juices,4.1,2733,Koramangala 5th Block,No,No
Chinese,4.0,314,Koramangala 5th Block,Yes,No
Thai,4.0,314,Koramangala 5th Block,Yes,No
Momos,4.0,314,Koramangala 5th Block,Yes,No
Vietnamese,4.0,314,Koramangala 5th Block,Yes,No
South Indian,3.5,17,BTM,Yes,No
North Indian,3.5,17,BTM,Yes,No
Chinese,3.7,27,BTM,Yes,No
North Indian,3.7,27,BTM,Yes,No
Fast Food,3.6,21,Jayanagar,Yes,No
Burger,3.6,21,Jayanagar,Yes,No
Mexican,4.0,70,Koramangala 8th Block,Yes,No
Italian,4.0,70,Koramangala 8th Block,Yes,No
North Indian,4.3,549,Koramangala 5th Block,Yes,Yes
Chinese,4.3,549,Koramangala 5th Block,Yes,Yes
Pizza,4.3,549,Koramangala 5th Block,Yes,Yes
Mithai,3.5,221,BTM,Yes,No
North Indian,3.5,221,BTM,Yes,No
Street Food,3.5,221,BTM,Yes,No
Chinese,3.5,221,BTM,Yes,No
Biryani,3.9,375,Koramangala 1st Block,Yes,No
Arabian,3.2,49,Koramangala 5th Block,Yes,No
Sandwich,3.2,49,Koramangala 5th Block,Yes,No
Rolls,3.2,49,Koramangala 5th Block,Yes,No
Burger,3.2,49,Koramangala 5th Block,Yes,No
Tibetan,4.2,532,Koramangala 7th Block,Yes,No
Chinese,4.2,532,Koramangala 7th Block,Yes,No
Momos,4.2,532,Koramangala 7th Block,Yes,No
Kebab,3.1,7,BTM,Yes,No
Rolls,3.1,7,BTM,Yes,No
South Indian,3.6,24,Koramangala 7th Block,Yes,No
North Indian,3.6,24,Koramangala 7th Block,Yes,No
Beverages,3.6,24,Koramangala 7th Block,Yes,No
Cafe,4.6,1026,Koramangala 7th Block,Yes,No
Desserts,4.6,1026,Koramangala 7th Block,Yes,No
Continental,4.6,1026,Koramangala 7th Block,Yes,No
